"","imdbID","r1","r2","r3"
"4794","tt0074811","tt0109579","tt0104779","tt0071315"
"4795","tt0107146","tt0119783","tt0116743","tt0217505"
"4796","tt0069449","tt0100502","tt0077530","tt0082001"
"4797","tt0069495","tt0072665","tt0070510","tt0079510"
"4798","tt0286716","tt0190332","tt0382992","tt0796366"
"4799","tt0333780","tt0264761","tt0814130","tt0107614"
"4800","tt0165982","tt0120587","tt0327084","tt2224026"
"4801","tt0181852","tt0118771","tt0986263","tt0103064"
"4802","tt0324133","tt0240913","tt0283832","tt0116260"
"4803","tt0325980","tt0449088","tt0383574","tt1210819"
"4804","tt0311429","tt0097576","tt0113855","tt0112462"
"4805","tt0300015","tt0314331","tt0396652","tt2194499"
"4806","tt0322659","tt0119643","tt0162830","tt0469263"
"4807","tt0172156","tt0112442","tt1980209","tt0117500"
"4808","tt0319524","tt0372532","tt0112346","tt0113347"
"4809","tt0274166","tt1634122","tt0110478","tt0108333"
"4810","tt0301199","tt0099703","tt0087414","tt0117002"
"4811","tt0280696","tt0109506","tt0118929","tt0115951"
"4812","tt0101635","tt0088847","tt0088128","tt0096094"
"4813","tt0110364","tt0112499","tt0109813","tt0109067"
"4814","tt0100053","tt0080455","tt0118665","tt0084522"
"4815","tt0053084","tt0048696","tt0045920","tt0046876"
"4816","tt0057523","tt0033729","tt0046899","tt0050086"
"4817","tt0325703","tt0117998","tt0120179","tt0171363"
"4818","tt0329575","tt0120789","tt1392170","tt0093509"
"4819","tt0338459","tt0227538","tt0287717","tt0424774"
"4820","tt0252299","tt0145547","tt0865554","tt0114681"
"4821","tt0342167","tt0064782","tt0361411","tt1336608"
"4822","tt0278487","tt0126859","tt0220100","tt0113627"
"4823","tt0286947","tt0109493","tt0119086","tt0367479"
"4824","tt0068240","tt0053604","tt0053291","tt0057187"
"4825","tt0101831","tt0114367","tt0149261","tt0105698"
"4826","tt0074564","tt0083064","tt0077504","tt0081529"
"4827","tt0055256","tt0047437","tt0057187","tt0053604"
"4828","tt0066249","tt0112602","tt0053604","tt0053291"
"4829","tt0089901","tt0058150","tt0070328","tt0071807"
"4830","tt0094764","tt0246894","tt0073631","tt0114367"
"4831","tt0061177","tt0196216","tt0109348","tt0107507"
"4832","tt0328828","tt0278488","tt0384642","tt0163651"
"4833","tt0299930","tt0095631","tt0086960","tt1225822"
"4834","tt0283883","tt0113828","tt0061138","tt0795493"
"4835","tt0318411","tt0363143","tt0114885","tt0113277"
"4836","tt0314630","tt0110588","tt0243991","tt0118566"
"4837","tt0322330","tt1396218","tt0416236","tt0377092"
"4838","tt0257076","tt0443632","tt0232500","tt0287978"
"4839","tt0306734","tt0384686","tt0896923","tt0113463"
"4840","tt0310149","tt0114367","tt0113481","tt0113492"
"4841","tt0308508","tt0060371","tt0379713","tt0109729"
"4842","tt0054599","tt0056215","tt0066065","tt0058715"
"4843","tt0094793","tt0099611","tt0092610","tt0054033"
"4844","tt0039335","tt0036855","tt0058385","tt0042276"
"4845","tt0073345","tt0066011","tt0084293","tt0103747"
"4846","tt0058715","tt0066065","tt0054599","tt0246765"
"4847","tt0045274","tt0034493","tt0040522","tt0054749"
"4848","tt0069946","tt0111742","tt0061722","tt0119942"
"4849","tt0099819","tt0101969","tt0113117","tt0085244"
"4850","tt0329101","tt0144120","tt0097981","tt0101917"
"4851","tt0338077","tt0112760","tt0112281","tt0116483"
"4852","tt0316356","tt0099348","tt0119925","tt0340012"
"4853","tt0286112","tt0116426","tt0373074","tt0940709"
"4854","tt0263757","tt0120793","tt0361841","tt0806165"
"4855","tt0305206","tt0489237","tt1361313","tt1623742"
"4856","tt0280523","tt0111797","tt0047437","tt0061735"
"4857","tt0285879","tt0120878","tt0118163","tt0421229"
"4858","tt0313911","tt0838232","tt0358349","tt1155076"
"4859","tt0106536","tt0108147","tt0102749","tt0118001"
"4860","tt0087425","tt0092272","tt0094812","tt0078227"
"4861","tt0045888","tt0046878","tt0040695","tt0037008"
"4862","tt0051776","tt0053841","tt0050839","tt0037820"
"4863","tt0093840","tt0112643","tt0116259","tt0162661"
"4864","tt0098160","tt0112443","tt0111742","tt0116141"
"4865","tt0090103","tt0112346","tt0398375","tt0098635"
"4866","tt0092085","tt1075747","tt0113957","tt0109444"
"4867","tt0086525","tt0089886","tt0119848","tt0337697"
"4868","tt0062467","tt1588170","tt1632547","tt0113247"
"4869","tt0102915","tt0090660","tt0087262","tt0088944"
"4870","tt0046438","tt0043313","tt0053390","tt0112714"
"4871","tt0066434","tt0138304","tt0106856","tt0069704"
"4872","tt0303313","tt0108328","tt0113731","tt0058604"
"4873","tt0041546","tt0054279","tt0082206","tt0025878"
"4874","tt0280438","tt0112585","tt0117628","tt0385002"
"4875","tt0068768","tt0074452","tt0054047","tt0050468"
"4876","tt0045546","tt0048215","tt0046876","tt0047573"
"4877","tt0078721","tt0085891","tt0098343","tt0083015"
"4878","tt0100814","tt0180052","tt0111256","tt0107091"
"4879","tt0040725","tt0037800","tt0036112","tt0039192"
"4880","tt0057413","tt0085384","tt0072081","tt0075066"
"4881","tt0075066","tt0078163","tt0072081","tt0085384"
"4882","tt0088944","tt0087262","tt0102915","tt0112864"
"4883","tt0079073","tt0113972","tt0109676","tt0111742"
"4884","tt0068361","tt0075824","tt0056732","tt0055601"
"4885","tt0120472","tt0107472","tt0118540","tt0455507"
"4886","tt0235060","tt0093206","tt0209189","tt0385004"
"4887","tt0044741","tt0041699","tt0051808","tt0048198"
"4888","tt0099040","tt0810784","tt0107822","tt0144715"
"4889","tt0309061","tt0104810","tt0815181","tt0098769"
"4890","tt0099731","tt0078875","tt0120782","tt0073858"
"4891","tt0308808","tt0300274","tt0184424","tt0949815"
"4892","tt0150433","tt0116308","tt0303785","tt0240200"
"4893","tt0116308","tt0150433","tt0303785","tt0240200"
"4894","tt0067445","tt0035160","tt0057091","tt0054248"
"4895","tt0266747","tt0144550","tt0110516","tt0107478"
"4896","tt0288045","tt0116704","tt0117786","tt0120812"
"4897","tt0270980","tt0095705","tt0102510","tt0306047"
"4898","tt0284491","tt0221027","tt0441909","tt2193215"
"4899","tt0301470","tt0263488","tt0308152","tt0114168"
"4900","tt0303785","tt0150433","tt0240200","tt0116308"
"4901","tt0301684","tt0120391","tt1172206","tt0114885"
"4902","tt0301524","tt0069198","tt0096054","tt0499603"
"4903","tt0365960","tt0112445","tt0112288","tt0058450"
"4904","tt0304711","tt0183790","tt0120784","tt0169222"
"4905","tt0303816","tt0450278","tt0462322","tt0498353"
"4906","tt0325805","tt0212985","tt2193215","tt0118158"
"4907","tt0285823","tt0112851","tt0104815","tt0985694"
"4908","tt0246592","tt0114885","tt0113537","tt0115639"
"4909","tt0335266","tt0159097","tt1421051","tt2132285"
"4910","tt0291350","tt0388473","tt0156887","tt0851578"
"4911","tt0300620","tt0106936","tt0093229","tt0115693"
"4912","tt0104647","tt0110475","tt0106292","tt0109493"
"4913","tt0103285","tt0105839","tt0108592","tt0119013"
"4914","tt0105839","tt0108592","tt0103285","tt0119013"
"4915","tt0108592","tt0105839","tt0103285","tt0119013"
"4916","tt0070510","tt0069495","tt0072665","tt0110939"
"4917","tt0078239","tt0092897","tt0082138","tt0074281"
"4918","tt0056632","tt0108181","tt0052027","tt0082096"
"4919","tt0086992","tt0107943","tt0104454","tt0384686"
"4920","tt0088993","tt0063350","tt0077402","tt0106664"
"4921","tt0064418","tt0045152","tt0041716","tt0075323"
"4922","tt0104850","tt0090728","tt0069945","tt0110216"
"4923","tt0079826","tt0101902","tt0404163","tt0106332"
"4924","tt0067727","tt0070723","tt0062755","tt0044954"
"4925","tt0101455","tt0092494","tt0082288","tt0116151"
"4926","tt0034928","tt0033152","tt0036323","tt0031334"
"4927","tt0089730","tt0112896","tt0112281","tt0109686"
"4928","tt0075261","tt0116367","tt0117002","tt0114825"
"4929","tt0053571","tt0037166","tt0034162","tt0033021"
"4930","tt0078908","tt0085407","tt0091064","tt0120907"
"4931","tt0029440","tt0029843","tt0027407","tt0031516"
"4932","tt0313792","tt0079522","tt0104466","tt0113819"
"4933","tt0331468","tt0113627","tt0109340","tt0107611"
"4934","tt0327137","tt0118925","tt0110006","tt0111070"
"4935","tt0320691","tt0401855","tt1386703","tt0337978"
"4936","tt0281686","tt0138703","tt0079714","tt0095863"
"4937","tt0286594","tt0086154","tt0204626","tt0250323"
"4938","tt0310154","tt0116722","tt0120490","tt0171865"
"4939","tt0266489","tt0094142","tt0117008","tt0098621"
"4940","tt0327850","tt1440129","tt0390022","tt0377818"
"4941","tt0328589","tt0160338","tt0178737","tt0112346"
"4942","tt0309820","tt0113463","tt0119485","tt0093389"
"4943","tt0318202","tt1715802","tt1613092","tt0112646"
"4944","tt0286244","tt0775489","tt0401711","tt0112346"
"4945","tt0086541","tt0085407","tt0091064","tt0120907"
"4946","tt0169102","tt0112302","tt0112342","tt0112384"
"4947","tt0055031","tt0053946","tt0061735","tt0059712"
"4948","tt0100470","tt0111271","tt0114319","tt0112302"
"4949","tt0078199","tt0067803","tt0102388","tt0077289"
"4950","tt0103882","tt0192335","tt0317910","tt0096257"
"4951","tt0031885","tt0043972","tt0049177","tt0053604"
"4952","tt0047472","tt0045152","tt0050419","tt0050814"
"4953","tt0089424","tt0101373","tt0082912","tt0092699"
"4954","tt0074119","tt0084707","tt0118972","tt0083006"
"4955","tt0267287","tt0109506","tt0113568","tt0118929"
"4956","tt0092603","tt0065054","tt0112431","tt0113199"
"4957","tt0103786","tt0109813","tt0116705","tt0158622"
"4958","tt0106375","tt0103786","tt0090142","tt0329200"
"4959","tt0090735","tt0114367","tt0103064","tt0088247"
"4960","tt0101507","tt0113305","tt0255819","tt0430105"
"4961","tt0101516","tt0117665","tt0093105","tt0109635"
"4962","tt0074256","tt0111001","tt0076054","tt0101605"
"4963","tt0090859","tt0089880","tt0112401","tt0108358"
"4964","tt0104006","tt0084707","tt0118972","tt0067309"
"4965","tt0087909","tt0073582","tt0076786","tt0120004"
"4966","tt0112750","tt0237534","tt0330802","tt0497539"
"4967","tt0251433","tt0119013","tt0120724","tt0103285"
"4968","tt0085959","tt0071853","tt0079470","tt0081633"
"4969","tt0065207","tt0065938","tt0065134","tt0085678"
"4970","tt0088272","tt0120662","tt0114746","tt0113690"
"4971","tt0102945","tt0124595","tt0098524","tt0094035"
"4972","tt0110759","tt0116531","tt0116707","tt0218967"
"4973","tt0100514","tt0118548","tt0091187","tt0309377"
"4974","tt0089346","tt1320239","tt0109254","tt0080455"
"4975","tt0094138","tt0096328","tt0421206","tt0116508"
"4976","tt0100928","tt0080472","tt0083943","tt0112579"
"4977","tt0091251","tt0110882","tt0110081","tt0114671"
"4978","tt0102749","tt0119311","tt0104073","tt0091875"
"4979","tt0210070","tt0411267","tt0112288","tt0110148"
"4980","tt0079576","tt0069704","tt0120857","tt0088760"
"4981","tt0105691","tt0094082","tt0116260","tt0113451"
"4982","tt0110169","tt0119207","tt0113228","tt0112302"
"4983","tt0088318","tt0082206","tt0081182","tt0090557"
"4984","tt0045205","tt0056195","tt0039302","tt0040427"
"4985","tt0102768","tt0096463","tt0094746","tt0111742"
"4986","tt0031593","tt0028597","tt0050105","tt0036872"
"4987","tt0067217","tt0057840","tt0067589","tt0115836"
"4988","tt0068732","tt0067411","tt0110907","tt0108122"
"4989","tt0083906","tt0096294","tt0080408","tt0069995"
"4990","tt0104695","tt0116275","tt0112346","tt0113347"
"4991","tt0061809","tt0047885","tt0051459","tt0047162"
"4992","tt0058962","tt0106455","tt0092783","tt0044557"
"4993","tt0035575","tt0029870","tt0033021","tt0053571"
"4994","tt0107692","tt0216651","tt0328832","tt0098692"
"4995","tt0056291","tt0060268","tt0109579","tt0104779"
"4996","tt0033532","tt0026714","tt0040705","tt0029440"
"4997","tt0313443","tt0112857","tt0102592","tt0120776"
"4998","tt0332379","tt1704573","tt0408524","tt0106677"
"4999","tt0380275","tt0096328","tt0303297","tt0308672"
"5000","tt0340377","tt1606392","tt1895587","tt0857191"
"5001","tt0335563","tt0235737","tt0113277","tt0112722"
"5002","tt0340468","tt0861739","tt1555149","tt0138563"
"5003","tt0327056","tt0119668","tt0139668","tt0824747"
"5004","tt0138524","tt0190590","tt0093822","tt0118715"
"5005","tt0266697","tt0378194","tt0462322","tt0113101"
"5006","tt0322289","tt0112769","tt0052708","tt0051404"
"5007","tt0313542","tt0160399","tt0114660","tt0119468"
"5008","tt0324216","tt0758746","tt0446013","tt0816462"
"5009","tt0311648","tt0480242","tt1462769","tt1142800"
"5010","tt0339579","tt0116225","tt0079501","tt0082694"
"5011","tt0325055","tt0862846","tt0114702","tt0117791"
"5012","tt0312549","tt0117913","tt0134273","tt0106856"
"5013","tt0199626","tt0107822","tt0144715","tt0094933"
"5014","tt0294357","tt0110678","tt0190865","tt1226273"
"5015","tt0316465","tt0108002","tt0082158","tt0210945"
"5016","tt0306047","tt0095705","tt0102510","tt0270980"
"5017","tt0328880","tt0115509","tt0095776","tt0113596"
"5018","tt0363589","tt0114681","tt0097240","tt0842929"
"5019","tt0064505","tt0212346","tt0113845","tt0117110"
"5020","tt0090015","tt0025913","tt1332128","tt0097372"
"5021","tt0313670","tt0110296","tt0151691","tt0212826"
"5022","tt0075765","tt0184858","tt0073018","tt0103303"
"5023","tt0165832","tt0118571","tt0073817","tt0181875"
"5024","tt0325655","tt0425430","tt0814022","tt0263101"
"5025","tt0071276","tt0081114","tt0116367","tt0117002"
"5026","tt0034409","tt0035583","tt0025164","tt0027125"
"5027","tt0119935","tt0114885","tt0114681","tt0113118"
"5028","tt0048956","tt0048473","tt0052572","tt0112714"
"5029","tt0065531","tt0047892","tt0062229","tt0067900"
"5030","tt0075902","tt0082222","tt0879843","tt0083789"
"5031","tt0035318","tt0031022","tt0031448","tt0039017"
"5032","tt0036348","tt0039017","tt0036349","tt0035317"
"5033","tt0036349","tt0038259","tt0039017","tt0036348"
"5034","tt0049777","tt0058453","tt0051406","tt0042276"
"5035","tt0308383","tt0101453","tt0800027","tt0110684"
"5036","tt0323944","tt0401997","tt0113463","tt0110932"
"5037","tt0242653","tt0133093","tt0234215","tt1371111"
"5038","tt0363510","tt0117677","tt0085809","tt0120661"
"5039","tt0319343","tt0406375","tt0112642","tt0109813"
"5040","tt0379713","tt0308508","tt0113820","tt0076759"
"5041","tt0337961","tt2328549","tt0112288","tt0053459"
"5042","tt0314331","tt2194499","tt1131729","tt0455805"
"5043","tt0101862","tt0113041","tt0092605","tt0110093"
"5044","tt0373175","tt0107472","tt0113270","tt0110480"
"5045","tt0318155","tt0093260","tt0089114","tt0122718"
"5046","tt0311113","tt1023114","tt0091557","tt0082432"
"5047","tt0343121","tt0236216","tt0095360","tt0479468"
"5048","tt0321442","tt0111048","tt0108149","tt0117802"
"5049","tt0338188","tt0117438","tt0112384","tt0110771"
"5050","tt0312528","tt0405325","tt0116151","tt0113538"
"5051","tt0348836","tt0228786","tt0113690","tt0054215"
"5052","tt0315733","tt0245712","tt1663202","tt0364961"
"5053","tt0338135","tt0107447","tt0097635","tt0090985"
"5054","tt0307987","tt0162346","tt0364955","tt0109508"
"5055","tt0338094","tt0164912","tt0240462","tt0243585"
"5056","tt0300556","tt0110478","tt0078346","tt0081573"
"5057","tt0104237","tt0080388","tt0111590","tt0071733"
"5058","tt0293088","tt0112646","tt0107472","tt0109339"
"5059","tt0088987","tt0119008","tt0109831","tt0101811"
"5060","tt0099365","tt0114214","tt0106308","tt0120324"
"5061","tt0037635","tt0044829","tt0054279","tt0060588"
"5062","tt0050307","tt0031580","tt0047574","tt0042327"
"5063","tt0101829","tt0115751","tt0276919","tt0154421"
"5064","tt0104265","tt0116508","tt0100685","tt0119994"
"5065","tt0099615","tt0110167","tt0117765","tt0104438"
"5066","tt0119167","tt0254686","tt0387898","tt0324197"
"5067","tt0102526","tt0107969","tt0119731","tt0106455"
"5068","tt0086567","tt0091949","tt0109676","tt0119365"
"5069","tt0056255","tt0041509","tt0042546","tt0054885"
"5070","tt0048452","tt0036506","tt0019254","tt0039420"
"5071","tt0043686","tt0060814","tt0038348","tt0110882"
"5072","tt0036969","tt0050798","tt0053994","tt0043828"
"5073","tt0027075","tt0029606","tt0032943","tt0020827"
"5074","tt0019254","tt0048452","tt0036506","tt0071691"
"5075","tt0016641","tt0012190","tt0017449","tt0032818"
"5076","tt0010323","tt0111686","tt0113409","tt0013442"
"5077","tt0009968","tt0012532","tt0004972","tt0006864"
"5078","tt0085615","tt0109297","tt0116259","tt0157583"
"5079","tt0079240","tt0077355","tt0082677","tt0070909"
"5080","tt0087365","tt0082158","tt0120899","tt0087892"
"5081","tt0109951","tt0124298","tt0117104","tt0116313"
"5082","tt0091167","tt0097123","tt0158371","tt0099012"
"5083","tt0102004","tt0113972","tt0106292","tt0107843"
"5084","tt0065832","tt0115472","tt0072951","tt0076538"
"5085","tt0102034","tt0091203","tt0111143","tt0144964"
"5086","tt0104427","tt0266452","tt0094142","tt0098621"
"5087","tt0104452","tt0095031","tt0131325","tt0103241"
"5088","tt0102070","tt0097493","tt0243736","tt0100129"
"5089","tt0077745","tt0086197","tt0111003","tt0107969"
"5090","tt0099938","tt0110216","tt0120828","tt0106673"
"5091","tt0102216","tt0110442","tt0116130","tt0097815"
"5092","tt0104627","tt0097880","tt0112722","tt0114369"
"5093","tt0102266","tt0092644","tt0108399","tt0120660"
"5094","tt0070849","tt0309987","tt0117737","tt0318742"
"5095","tt0104756","tt0117496","tt0109120","tt0100240"
"5096","tt0101316","tt0120102","tt0082484","tt0215750"
"5097","tt0100201","tt0374536","tt0113755","tt0116531"
"5098","tt0048424","tt0039335","tt0043955","tt0037008"
"5099","tt0102598","tt0113986","tt0095288","tt1032815"
"5100","tt0093692","tt0083284","tt0090927","tt0075148"
"5101","tt0105104","tt0116320","tt0120610","tt0417395"
"5102","tt0100404","tt0067309","tt0118972","tt0083006"
"5103","tt0093793","tt0120620","tt0182789","tt0105699"
"5104","tt0102721","tt0120323","tt0113347","tt0111309"
"5105","tt0102729","tt0111712","tt0119214","tt0083798"
"5106","tt0266308","tt0338763","tt0066473","tt0070246"
"5107","tt0107156","tt0111797","tt0105652","tt0134154"
"5108","tt0102443","tt0117093","tt0127349","tt0114279"
"5109","tt0094072","tt0120318","tt0090098","tt0100611"
"5110","tt0090022","tt0101969","tt0113117","tt0111756"
"5111","tt0100449","tt0116823","tt0107473","tt0113845"
"5112","tt0105211","tt0096061","tt0089457","tt0450232"
"5113","tt0107927","tt0111143","tt0102789","tt0107808"
"5114","tt0100485","tt0108399","tt0120660","tt0328107"
"5115","tt0093936","tt0100212","tt0108442","tt0112571"
"5116","tt0150662","tt0203166","tt0111797","tt0047437"
"5117","tt0088194","tt0116830","tt0092997","tt0281322"
"5118","tt0090142","tt0093418","tt0106375","tt0097637"
"5119","tt0103030","tt0113083","tt0101026","tt0095675"
"5120","tt0210358","tt0449487","tt1121977","tt1602098"
"5121","tt0105585","tt0109297","tt0116259","tt0085615"
"5122","tt0090180","tt0067116","tt0269347","tt0113451"
"5123","tt0056663","tt0058898","tt0057869","tt0059592"
"5124","tt0100935","tt0090756","tt0460829","tt0116922"
"5125","tt0100944","tt0062711","tt0071853","tt0067959"
"5126","tt0094332","tt0114825","tt0111742","tt0109592"
"5127","tt0090350","tt0093966","tt0072288","tt0077416"
"5128","tt0119807","tt0112281","tt0240468","tt0112442"
"5129","tt0027630","tt0025164","tt0027125","tt0029546"
"5130","tt0059903","tt0061452","tt0057413","tt0060200"
"5131","tt0027948","tt0048312","tt0031252","tt0032155"
"5132","tt0026942","tt0035583","tt0027630","tt0028333"
"5133","tt0041594","tt0048977","tt0056048","tt0035238"
"5134","tt0028333","tt0028757","tt0035417","tt0026942"
"5135","tt0022286","tt0022208","tt0036094","tt0018578"
"5136","tt0026714","tt0033532","tt0040705","tt0023074"
"5137","tt0039566","tt0047673","tt0037913","tt0033021"
"5138","tt0037120","tt0039111","tt0265662","tt0078872"
"5139","tt0070239","tt0067093","tt0061811","tt0063688"
"5140","tt0031210","tt0033677","tt0022958","tt0030287"
"5141","tt0055798","tt0058576","tt0056218","tt0184858"
"5142","tt0068182","tt0083946","tt0071691","tt0080149"
"5143","tt0038348","tt0041719","tt0043686","tt0060814"
"5144","tt0004972","tt0006864","tt0012532","tt0009968"
"5145","tt0059229","tt0056801","tt0050783","tt0047528"
"5146","tt0054632","tt0052893","tt0081176","tt0060481"
"5147","tt0067372","tt0253474","tt0109579","tt0104779"
"5148","tt0040724","tt0056059","tt0031762","tt0061619"
"5149","tt0072417","tt0062952","tt0074749","tt0056930"
"5150","tt0031971","tt0049730","tt0052902","tt0057007"
"5151","tt0058586","tt0072081","tt0078163","tt0057413"
"5152","tt0015163","tt0015324","tt0017925","tt0016332"
"5153","tt0049096","tt0047152","tt0058331","tt0066817"
"5154","tt0062765","tt0075925","tt0085811","tt0097579"
"5155","tt0030287","tt0033836","tt0033253","tt0035093"
"5156","tt0031455","tt0029146","tt0038499","tt0040705"
"5157","tt0024034","tt0024028","tt0050419","tt0058953"
"5158","tt0024166","tt0045537","tt0033891","tt0041716"
"5159","tt0056575","tt0055100","tt0048356","tt0052278"
"5160","tt0090110","tt0063141","tt0424908","tt0117631"
"5161","tt0069097","tt0075686","tt0076095","tt0098384"
"5162","tt0058571","tt0057581","tt0110737","tt0093565"
"5163","tt0030637","tt0044744","tt0054086","tt0061495"
"5164","tt0087892","tt0056172","tt0050212","tt0059245"
"5165","tt0053146","tt0113419","tt0113862","tt0114663"
"5166","tt0071129","tt0069191","tt0064940","tt0059229"
"5167","tt0299977","tt0385004","tt0235060","tt0099902"
"5168","tt0023027","tt0022158","tt0023969","tt0020640"
"5169","tt0026071","tt0028505","tt0016884","tt0019591"
"5170","tt0071524","tt0053604","tt0060424","tt0053291"
"5171","tt0076327","tt0051459","tt0047162","tt0053793"
"5172","tt0240149","tt0806029","tt0424205","tt0112556"
"5173","tt0087544","tt0104652","tt0119698","tt0245429"
"5174","tt0104027","tt0144286","tt0120366","tt0096464"
"5175","tt0101745","tt0112346","tt0100133","tt0113347"
"5176","tt0092925","tt0118747","tt0101701","tt0113243"
"5177","tt0078723","tt0082971","tt0073195","tt0120815"
"5178","tt0074972","tt0095800","tt0215750","tt0120102"
"5179","tt0077578","tt0080319","tt0109480","tt0096734"
"5180","tt0061328","tt0057490","tt0043938","tt0055597"
"5181","tt0059043","tt0035093","tt0036868","tt0051411"
"5182","tt0073582","tt0087909","tt0076786","tt0080761"
"5183","tt0046911","tt0035753","tt0046268","tt0039739"
"5184","tt0093207","tt0108069","tt0047034","tt0070544"
"5185","tt0099316","tt0081207","tt0108451","tt0093029"
"5186","tt0041090","tt0042276","tt0045012","tt0027067"
"5187","tt0060908","tt0048380","tt0389828","tt0111797"
"5188","tt0102511","tt0107468","tt0091064","tt0094964"
"5189","tt0214730","tt0112651","tt0230591","tt0066580"
"5190","tt0074749","tt0080798","tt0062952","tt0072417"
"5191","tt0028358","tt0038499","tt0033152","tt0045917"
"5192","tt0098153","tt0120483","tt0112722","tt0137494"
"5193","tt0059084","tt0061648","tt0156841","tt0116260"
"5194","tt0053320","tt0042286","tt0038000","tt0046899"
"5195","tt0026778","tt0028772","tt0020640","tt0032536"
"5196","tt0085935","tt0102975","tt0098382","tt0088170"
"5197","tt0054389","tt0053198","tt0055032","tt0061955"
"5198","tt0062695","tt0082370","tt0070460","tt0076155"
"5199","tt0318374","tt0404390","tt0924129","tt0116282"
"5200","tt0298845","tt0099566","tt1462041","tt0107207"
"5201","tt0325710","tt1034303","tt0115956","tt0097441"
"5202","tt0319061","tt0099487","tt0096895","tt0133152"
"5203","tt0337741","tt0207201","tt0457939","tt1230414"
"5204","tt0338466","tt0109686","tt0116778","tt0256380"
"5205","tt0335119","tt2103264","tt0111454","tt0116621"
"5206","tt0340376","tt0078718","tt0063688","tt0174856"
"5207","tt0167260","tt0120737","tt0167261","tt0360717"
"5208","tt0304415","tt1836808","tt0109831","tt0101811"
"5209","tt0337909","tt0391304","tt1371155","tt0110428"
"5210","tt0317910","tt0192335","tt0103882","tt0096257"
"5211","tt0317640","tt0118702","tt0155776","tt0250202"
"5212","tt0315983","tt0815178","tt0109579","tt0113305"
"5213","tt0340855","tt0112641","tt0112461","tt0110005"
"5214","tt0349205","tt0265298","tt0452598","tt0383216"
"5215","tt0159365","tt0443456","tt0116209","tt0134119"
"5216","tt0338337","tt0120755","tt0115759","tt0107076"
"5217","tt0316396","tt1093908","tt0113497","tt0091369"
"5218","tt0335013","tt0116745","tt0073440","tt0205271"
"5219","tt0304229","tt0110598","tt0139898","tt0114885"
"5220","tt0360139","tt0119509","tt0240890","tt0319524"
"5221","tt0343135","tt1155056","tt0119896","tt0171433"
"5222","tt0329691","tt1408253","tt0110475","tt0106292"
"5223","tt0368913","tt0112346","tt0114168","tt0114011"
"5224","tt0071577","tt0053226","tt0089755","tt0086336"
"5225","tt0053133","tt0051758","tt0043660","tt0043456"
"5226","tt0059712","tt0048432","tt0053137","tt0061735"
"5227","tt0066449","tt0141907","tt0114885","tt0113819"
"5228","tt0093828","tt0097637","tt0180052","tt0290095"
"5229","tt0103827","tt0115744","tt0147004","tt0914798"
"5230","tt0098987","tt0112760","tt0106582","tt0116908"
"5231","tt0051429","tt0037008","tt0048347","tt0052561"
"5232","tt0043503","tt0033149","tt0031867","tt0033717"
"5233","tt0042727","tt0037604","tt0041088","tt0037263"
"5234","tt0093737","tt0242508","tt0124179","tt0077549"
"5235","tt0073906","tt0097334","tt0087985","tt0099587"
"5236","tt0050706","tt0046487","tt0062136","tt0040497"
"5237","tt0054469","tt0053604","tt0050658","tt0032599"
"5238","tt0033553","tt0028691","tt0028944","tt0040491"
"5239","tt0046487","tt0062136","tt0040497","tt0050706"
"5240","tt0038762","tt0049730","tt0031252","tt0056085"
"5241","tt0043915","tt0048140","tt0041587","tt0042192"
"5242","tt0041498","tt0032599","tt0029947","tt0036241"
"5243","tt0061581","tt0094678","tt0066402","tt0045152"
"5244","tt0050599","tt0053877","tt0051773","tt0045152"
"5245","tt0037382","tt0045810","tt0040724","tt0032599"
"5246","tt0033717","tt0033149","tt0043503","tt0031867"
"5247","tt0039302","tt0050086","tt0038355","tt0046899"
"5248","tt0036244","tt0029606","tt0047086","tt0022208"
"5249","tt0033149","tt0043503","tt0033717","tt0031867"
"5250","tt0087718","tt0092666","tt0078721","tt0054698"
"5251","tt0022268","tt0033891","tt0025316","tt0030993"
"5252","tt0028346","tt0114319","tt0112302","tt0114388"
"5253","tt0042369","tt0043090","tt0046754","tt0044207"
"5254","tt0076578","tt0089852","tt0264578","tt0280105"
"5255","tt0292610","tt0115710","tt0082934","tt0116908"
"5256","tt0061122","tt0045877","tt0108147","tt0043879"
"5257","tt0104009","tt0077869","tt0068612","tt0166276"
"5258","tt0084058","tt0117791","tt0093512","tt0200669"
"5259","tt0047528","tt0050783","tt0059229","tt0056801"
"5260","tt0296042","tt0221111","tt0363226","tt0304262"
"5261","tt0072730","tt0117918","tt0119809","tt0081150"
"5262","tt0052080","tt0879843","tt0082222","tt0083789"
"5263","tt0006864","tt0004972","tt0012532","tt0009968"
"5264","tt0062803","tt0115472","tt0072951","tt0076538"
"5265","tt0067589","tt0067217","tt0057840","tt0115836"
"5266","tt0066193","tt0115836","tt0118577","tt0093690"
"5267","tt0105810","tt0113870","tt0112722","tt0116260"
"5268","tt0018033","tt0023458","tt0021156","tt0044863"
"5269","tt0289879","tt0114746","tt0114367","tt0114852"
"5270","tt0335559","tt0250494","tt1103153","tt0369735"
"5271","tt0379557","tt0230591","tt0455590","tt1034389"
"5272","tt0315824","tt0119229","tt0100143","tt0100135"
"5273","tt0365957","tt0092890","tt0117631","tt0116790"
"5274","tt0337579","tt0303714","tt0120703","tt0112346"
"5275","tt0349825","tt0482572","tt0083987","tt0116250"
