"id","imdbID","Title","Year","imdbRating","imdbVotes","Rated","Runtime","genres","r1","r2","r3"
"3855","tt0242252","The Affair of the Necklace","2001",6.1,"4369","R","118 min","Drama","tt0375173","tt0092605","tt0110093"
"3856","tt0282856","Porn Star: The Legend of Ron Jeremy","2001",6.4,"2126","R","77 min","Documentary","tt0109508","tt0218043","tt0236216"
"3857","tt0193560","Texas Rangers","2001",5.2,"4664","PG-13","90 min","Adventure|Western","tt0406816","tt0117998","tt0116040"
"3858","tt0240772","Ocean's Eleven","2001",7.8,"392184","PG-13","116 min","Crime|Thriller","tt0349903","tt0496806","tt0114788"
"3859","tt0270259","The Business of Strangers","2001",6.4,"3392","R","84 min","Action|Drama|Thriller","tt0448075","tt0396271","tt0116260"
"3860","tt0050539","The Incredible Shrinking Man","1957",7.7,"11278","PASSED","81 min","Sci-Fi|Thriller","tt0048696","tt0045920","tt0046876"
"3861","tt0283509","No Man's Land","2001",8,"37171","R","98 min","Drama|War","tt1217070","tt0114279","tt0113107"
"3862","tt0037515","And Then There Were None","1945",7.6,"8891","APPROVED","97 min","Crime|Mystery","tt0061811","tt0046754","tt0051201"
"3863","tt0020697","The Blue Angel","1930",7.8,"10163","NOT RATED","124 min","Drama","tt0023458","tt0021156","tt0026246"
"3864","tt0087747","Moscow on the Hudson","1984",6.5,"8562","R","115 min","Comedy|Drama","tt0097276","tt0078444","tt0069808"
"3865","tt0066195","The Owl and the Pussycat","1970",6.8,"2278","R","95 min","Comedy","tt0112571","tt0100212","tt0076095"
"3866","tt0211915","Amélie","2001",8.4,"515697","R","122 min","Comedy|Romance","tt0344510","tt0101700","tt1149361"
"3867","tt0277371","Not Another Teen Movie","2001",5.7,"78416","R","89 min","Comedy","tt0165494","tt0770703","tt0114885"
"3868","tt0259711","Vanilla Sky","2001",6.9,"203773","R","136 min","Mystery|Romance|Sci-Fi|Thriller","tt0116695","tt0098258","tt0125659"
"3869","tt0280778","Iris","2001",7.1,"14586","R","91 min","Drama","tt0465551","tt0368658","tt0114702"
"3870","tt0283431","Kandahar","2001",6.8,"5569","N/A","81 min","Drama","tt0105032","tt0108328","tt0084589"
"3871","tt0259393","Lantana","2001",7.4,"16268","R","121 min","Drama|Mystery|Thriller","tt0382765","tt0105811","tt1924396"
"3872","tt0265666","The Royal Tenenbaums","2001",7.6,"204708","R","110 min","Comedy|Drama","tt0362270","tt0115734","tt0128445"
"3873","tt0101452","Bill & Ted's Bogus Journey","1991",6.2,"48860","PG","93 min","Adventure|Comedy|Fantasy|Sci-Fi","tt0112302","tt0118755","tt0096928"
"3874","tt0090852","Clockwise","1986",6.6,"8956","PG","96 min","Comedy","tt0071853","tt0066765","tt0081633"
"3875","tt0052320","The Crawling Eye","1958",4.8,"2378","UNRATED","84 min","Horror|Sci-Fi","tt0092610","tt0052077","tt0047034"
"3876","tt0060714","Morgan!","1966",7,"1234","N/A","97 min","Comedy|Drama|Fantasy","tt0054269","tt0063141","tt0078490"
"3877","tt0088103","Sheena","1984",4.7,"3260","PG","117 min","Action|Adventure|Fantasy","tt0074751","tt0091344","tt0072308"
"3878","tt0084684","Silent Rage","1982",5.5,"3349","R","103 min","Action|Sci-Fi","tt0084395","tt0111438","tt0090605"
"3879","tt0086346","Spacehunter: Adventures in the Forbidden Zone","1983",5.3,"3729","PG","90 min","Action|Adventure|Sci-Fi","tt0102975","tt0098382","tt0088170"
"3880","tt0278488","How High","2001",6.2,"41610","R","93 min","Comedy","tt0328828","tt0387575","tt0384642"
"3881","tt0268397","Jimmy Neutron: Boy Genius","2001",6,"23213","G","82 min","Adventure|Animation|Children|Comedy","tt0429589","tt0190641","tt0210234"
"3882","tt0279889","Joe Somebody","2001",5.5,"8259","PG","98 min","Comedy|Drama|Romance","tt0111070","tt0119432","tt0101635"
"3883","tt0035423","Kate & Leopold","2001",6.4,"63108","PG-13","118 min","Comedy|Romance","tt1013743","tt0105165","tt0821640"
"3884","tt0120737","The Lord of the Rings: The Fellowship of the Ring","2001",8.8,"1201277","PG-13","178 min","Adventure|Fantasy","tt0167260","tt0167261","tt0360717"
"3885","tt0268995","The Majestic","2001",6.9,"44344","PG","152 min","Comedy|Drama|Romance","tt0111161","tt0120689","tt0081974"
"3886","tt0268978","A Beautiful Mind","2001",8.2,"587831","PG-13","135 min","Drama|Romance","tt0352248","tt1578275","tt0091159"
"3887","tt0051525","The Defiant Ones","1958",7.7,"9224","APPROVED","96 min","Adventure|Crime|Drama|Thriller","tt0053137","tt0061735","tt0053946"
"3888","tt0027532","Dodsworth","1936",8.2,"6093","PASSED","101 min","Drama|Romance","tt0033836","tt0041452","tt0028356"
"3889","tt0064652","Medium Cool","1969",7.5,"2496","R","111 min","Drama|Romance","tt0068699","tt0210149","tt0200427"
"3890","tt0036323","Sahara","1943",7.6,"6013","APPROVED","97 min","Action|Drama|War","tt0034928","tt0031334","tt0040897"
"3891","tt0068612","Fritz the Cat","1972",6.3,"8016","UNRATED","78 min","Animation","tt0104009","tt0077869","tt0111797"
"3892","tt0071913","The Nine Lives of Fritz the Cat","1974",5.4,"1938","R","77 min","Animation","tt0119346","tt0158983","tt0068612"
"3893","tt0063415","The Party","1968",7.6,"29282","PG","99 min","Comedy","tt0075066","tt0078163","tt0084865"
"3894","tt0052182","Separate Tables","1958",7.6,"4750","UNRATED","100 min","Drama","tt0048356","tt0056575","tt0055100"
"3895","tt0058672","Topkapi","1964",7.1,"6245","UNRATED","120 min","Adventure|Comedy|Thriller","tt0054198","tt0048021","tt0040636"
"3896","tt0051201","Witness for the Prosecution","1957",8.4,"60574","APPROVED","116 min","Drama|Mystery|Thriller","tt0040367","tt0053604","tt0050658"
"3897","tt0248667","Ali","2001",6.8,"76595","R","157 min","Drama","tt0113277","tt0140352","tt0369339"
"3898","tt0265086","Black Hawk Down","2001",7.7,"284766","R","144 min","Action|Drama|War","tt0119173","tt0094008","tt0103074"
"3899","tt0086619","Yentl","1983",6.6,"9260","PG","132 min","Drama|Musical|Romance","tt0117057","tt0102713","tt0070903"
"3900","tt0280707","Gosford Park","2001",7.3,"64074","R","131 min","Comedy|Drama|Mystery","tt0110907","tt0108122","tt0116745"
"3901","tt0277027","I Am Sam","2001",7.6,"119909","PG-13","132 min","Drama","tt0109484","tt0118055","tt0111094"
"3902","tt0285742","Monster's Ball","2001",7.1,"70538","R","111 min","Drama|Romance","tt0371257","tt0103859","tt0120797"
"3903","tt0120824","The Shipping News","2001",6.8,"28069","R","111 min","Drama","tt0114496","tt0102590","tt0402894"
"3904","tt0045555","The Big Heat","1953",8,"16288","NOT RATED","90 min","Drama|Film-Noir","tt0045564","tt0049949","tt0027652"
"3905","tt0048527","Queen Bee","1955",6.6,"1190","N/A","95 min","Drama","tt0041497","tt0109454","tt0108227"
"3906","tt0074937","Murder by Death","1976",7.5,"24122","PG","94 min","Comedy|Crime|Mystery|Thriller","tt0078952","tt0096734","tt0088930"
"3907","tt0057490","The Servant","1963",8,"5946","UNRATED","116 min","Drama","tt0061328","tt0067144","tt0043938"
"3908","tt0273923","Orange County","2002",6.2,"41099","PG-13","82 min","Comedy","tt0120906","tt0473709","tt0256380"
"3909","tt0237534","Brotherhood of the Wolf","2001",7.1,"51501","R","142 min","Action|Mystery|Thriller","tt0112750","tt0082096","tt0164085"
"3910","tt0099044","Another 48 Hrs.","1990",5.8,"28656","R","93 min","Action|Comedy|Crime|Drama|Thriller","tt0083511","tt0092997","tt0095963"
"3911","tt0109417","China Moon","1994",6.2,"4131","R","99 min","Thriller","tt0308383","tt0116260","tt0104779"
"3912","tt0100530","The Russia House","1990",6.1,"11125","R","123 min","Drama|Thriller","tt0108149","tt0089816","tt0253200"
"3913","tt0103129","Truly Madly Deeply","1990",7.3,"5778","PG","106 min","Drama|Romance","tt0107613","tt0116209","tt0117372"
"3914","tt0066585","Wuthering Heights","1970",6.8,"1250","G","104 min","Drama","tt0112453","tt0114952","tt0114148"
"3915","tt0077289","California Suite","1978",6.2,"4903","PG","103 min","Comedy","tt0076095","tt0098384","tt0085919"
"3916","tt0048312","The Long Gray Line","1955",7.3,"1773","APPROVED","138 min","Drama","tt0033729","tt0045061","tt0027948"
"3917","tt0083951","The Flight of Dragons","1982",7.9,"4306","N/A","96 min","Adventure|Animation|Children|Drama|Fantasy","tt0077687","tt0084237","tt0079833"
"3918","tt0082288","Dragonslayer","1981",6.7,"10537","PG","109 min","Action|Adventure|Fantasy","tt0101455","tt0092494","tt0076759"
"3919","tt0087078","Conan the Destroyer","1984",5.8,"60643","PG","103 min","Action|Adventure|Fantasy","tt0089893","tt0060397","tt0071866"
"3920","tt0080752","Forbidden Zone","1980",6.9,"3472","R","74 min","Musical|Sci-Fi","tt0085959","tt0304262","tt0113101"
"3921","tt0080754","The Formula","1980",5.6,"1832","R","117 min","Thriller","tt0065916","tt0227445","tt0070640"
"3922","tt0160399","Impostor","2001",6.2,"19674","R","95 min","Action|Drama|Sci-Fi|Thriller","tt0114660","tt0119468","tt0260866"
"3923","tt0240468","Kung Pow: Enter the Fist","2002",6.2,"37244","PG-13","81 min","Action|Comedy","tt0112281","tt0119807","tt0112760"
"3924","tt0281373","Snow Dogs","2002",5.1,"19703","PG","99 min","Adventure|Children|Comedy","tt0368578","tt1258157","tt0109813"
"3925","tt0083511","48 Hrs.","1982",6.9,"51553","R","96 min","Action|Comedy|Crime|Drama","tt0099044","tt0092997","tt0095963"
"3926","tt0243862","Italian for Beginners","2000",7.1,"11329","R","112 min","Comedy|Drama|Romance","tt0329767","tt0164756","tt1563738"
"3927","tt0109288","Blankman","1994",4.8,"6474","PG-13","92 min","Comedy","tt0110475","tt0106292","tt0109493"
"3928","tt0085271","Brainstorm","1983",6.5,"8397","PG","106 min","Sci-Fi|Thriller","tt0067756","tt0062794","tt0052357"
"3929","tt0106770","Dragon: The Bruce Lee Story","1993",7,"21351","PG-13","120 min","Action|Drama","tt0116040","tt0192614","tt0116136"
"3930","tt0071691","The Enigma of Kaspar Hauser","1974",7.9,"12382","NOT RATED","110 min","Crime|Drama","tt0145046","tt0075276","tt0068182"
"3931","tt0145046","Little Dieter Needs to Fly","1997",8.1,"4195","NOT RATED","80 min","Documentary","tt0071691","tt0427312","tt1683876"
"3932","tt0066026","MASH","1970",7.6,"54300","R","116 min","Comedy|Drama|War","tt0071269","tt0110907","tt0108122"
"3933","tt0087751","Mrs. Soffel","1984",6.2,"2352","PG-13","110 min","Drama|Romance","tt0110367","tt0119843","tt0079596"
"3934","tt0060955","Seconds","1966",7.7,"10877","R","106 min","Mystery|Sci-Fi|Thriller","tt0116654","tt0090567","tt0075765"
"3935","tt0055257","One-Eyed Jacks","1961",7.2,"6595","NOT RATED","141 min","Western","tt0047296","tt0057940","tt0044081"
"3936","tt0245844","The Count of Monte Cristo","2002",7.7,"102716","PG-13","131 min","Action|Adventure|Drama|Thriller","tt0102798","tt0114898","tt0110944"
"3937","tt0265349","The Mothman Prophecies","2002",6.5,"62663","PG-13","119 min","Drama|Fantasy|Horror|Mystery|Thriller","tt0137363","tt0108185","tt0308379"
"3938","tt0281358","A Walk to Remember","2002",7.4,"158903","PG","101 min","Drama|Romance","tt0395699","tt0427327","tt0098384"
"3939","tt0276501","Beijing Bicycle","2001",7.3,"3817","PG-13","113 min","Drama","tt0446755","tt0112346","tt0114168"
"3940","tt0270933","Escaflowne: The Movie","2000",6.8,"2736","PG-13","98 min","Action|Adventure|Animation|Drama|Fantasy","tt0210234","tt0293416","tt0388473"
"3941","tt0293416","Metropolis","2001",7.3,"16508","PG-13","108 min","Animation|Sci-Fi","tt0270933","tt0388473","tt0084509"
"3942","tt0250081","Storytelling","2001",6.9,"15068","R","87 min","Comedy|Drama","tt0114906","tt0808526","tt0147612"
"3943","tt0106223","The Adventures of Huck Finn","1993",6.2,"6254","PG","108 min","Adventure|Children|Comedy|Drama","tt0110213","tt0110687","tt0112302"
"3944","tt0097116","Cousins","1989",6.2,"3445","PG-13","109 min","Comedy|Romance","tt0280486","tt0293508","tt0112462"
"3945","tt0087233","Falling in Love","1984",6.4,"9234","PG-13","106 min","Drama|Romance","tt0120646","tt0083232","tt0113158"
"3946","tt0047688","Young at Heart","1954",6.9,"1663","APPROVED","117 min","Drama|Musical|Romance","tt0062883","tt0050815","tt0062380"
"3947","tt0188453","Birthday Girl","2001",6.1,"21307","R","93 min","Drama|Romance","tt0113161","tt0114681","tt0107497"
"3948","tt0046828","Carmen Jones","1954",7,"3141","APPROVED","105 min","Drama|Musical","tt0048347","tt0037008","tt0053804"
"3949","tt0101891","The Five Heartbeats","1991",7.6,"2550","R","121 min","Drama|Musical","tt0093200","tt0092948","tt0107563"
"3950","tt0078122","Get Out Your Handkerchiefs","1978",6.9,"2568","R","108 min","Comedy|Drama|Romance","tt0072353","tt0098520","tt0420555"
"3951","tt0072353","Going Places","1974",7.4,"5950","R","117 min","Comedy|Crime|Drama","tt0078122","tt0098520","tt0420555"
"3952","tt0050781","The Hunchback of Notre Dame","1956",6.8,"1652","PG","104 min","Drama","tt0112384","tt0110892","tt0056172"
"3953","tt0265298","Big Fat Liar","2002",5.4,"28493","PG","88 min","Children|Comedy","tt2692250","tt0349205","tt0383216"
"3954","tt0233469","Collateral Damage","2002",5.5,"60416","R","108 min","Action|Thriller","tt0105690","tt0120787","tt0094602"
"3955","tt0246894","Rollerball","2002",3,"21943","R","98 min","Action|Sci-Fi","tt0093773","tt0112864","tt0095016"
"3956","tt0265713","Scotland, Pa.","2001",6.8,"3888","R","104 min","Comedy|Crime","tt0112854","tt0910936","tt1228953"
"3957","tt0109190","Baby's Day Out","1994",5.9,"32086","PG","99 min","Comedy","tt0100666","tt0112368","tt0096259"
"3958","tt0024914","Bright Eyes","1934",7.3,"1445","APPROVED","85 min","Comedy|Drama","tt0045586","tt0031580","tt0035262"
"3959","tt0027527","Dimples","1936",6.8,"536","PG","79 min","Musical","tt0031580","tt0026942","tt0035583"
"3960","tt0028988","Heidi","1937",7.3,"2975","APPROVED","88 min","Children|Drama","tt0041841","tt0031580","tt0024914"
"3961","tt0085891","The Man Who Loved Women","1983",5.1,"1685","R","110 min","Comedy","tt0098343","tt0078721","tt0054698"
"3962","tt0086194","Richard Pryor... Here and Now","1983",7.2,"1493","R","83 min","Comedy|Documentary","tt0084597","tt0109508","tt0236388"
"3963","tt0107985","Rookie of the Year","1993",5.9,"17515","PG","103 min","Comedy|Fantasy","tt0112642","tt0113538","tt0109813"
"3964","tt0108037","The Sandlot","1993",7.8,"55291","PG","101 min","Children|Comedy|Drama","tt0116311","tt0112642","tt0110006"
"3965","tt0069995","Don't Look Now","1973",7.4,"33420","R","110 min","Drama|Horror|Thriller","tt0083906","tt0067959","tt0096294"
"3966","tt0275022","Crossroads","2002",3.3,"33884","PG-13","93 min","Comedy|Musical|Romance","tt0112508","tt0209322","tt0106500"
"3967","tt0251114","Hart's War","2002",6.3,"43033","R","125 min","Drama|War","tt0117381","tt0119099","tt0488120"
"3968","tt0251160","John Q","2002",7,"96383","PG-13","116 min","Crime|Drama|Thriller","tt0332280","tt0426883","tt1078588"
"3969","tt0247745","Super Troopers","2001",7.1,"74520","R","100 min","Comedy|Crime|Mystery","tt0486551","tt0331953","tt0119219"
"3970","tt0107034","The Good Son","1993",6.4,"27739","R","87 min","Drama|Thriller","tt0124595","tt0102945","tt0087175"
"3971","tt0253200","Last Orders","2001",7,"4971","R","109 min","Drama","tt0108149","tt0089816","tt0100530"
"3972","tt0060200","After the Fox","1966",6.5,"2699","APPROVED","103 min","Comedy|Crime","tt0057413","tt0057171","tt0058335"
"3973","tt0044391","The Bad and the Beautiful","1952",7.9,"9463","UNRATED","118 min","Drama","tt0043278","tt0049456","tt0037604"
"3974","tt0060218","Cast a Giant Shadow","1966",6.4,"2017","APPROVED","146 min","Adventure|War","tt0057115","tt0046672","tt0051745"
"3975","tt0068687","The Heartbreak Kid","1972",7,"2710","PG","106 min","Comedy|Romance","tt0093278","tt0111590","tt0114924"
"3976","tt0054269","Saturday Night and Sunday Morning","1960",7.7,"5163","N/A","89 min","Drama","tt0082416","tt0060714","tt0078490"
"3977","tt0069281","Sleuth","1972",8.1,"36415","PG","138 min","Comedy|Mystery|Thriller","tt0053318","tt0039420","tt0046754"
"3978","tt0075276","Stroszek","1977",8,"9074","NOT RATED","115 min","Comedy|Drama","tt0065436","tt0071691","tt0080149"
"3979","tt0067803","Summer of '42","1971",7.3,"4999","R","103 min","Drama","tt0078199","tt0102388","tt0054759"
"3980","tt0070819","A Touch of Class","1973",6.5,"2006","PG","106 min","Comedy","tt0062767","tt0090219","tt0049096"
"3981","tt0055539","Town Without Pity","1961",7.3,"1082","APPROVED","105 min","Drama","tt0043465","tt0037008","tt0046672"
"3982","tt0050294","The Deadly Mantis","1957",4.7,"2160","APPROVED","79 min","Horror|Sci-Fi","tt0050084","tt0051380","tt0049370"
"3983","tt0259288","Dragonfly","2002",6.1,"31373","PG-13","104 min","Drama|Fantasy|Mystery|Romance|Thriller","tt0315327","tt0119528","tt0129290"
"3984","tt0238546","Queen of the Damned","2002",5.2,"43144","R","101 min","Fantasy|Horror","tt0112362","tt0160401","tt0110148"
"3985","tt0207524","How to Kill Your Neighbor's Dog","2000",7,"3087","R","107 min","Comedy|Drama","tt0120861","tt0119336","tt0105130"
"3986","tt0291341","Mean Machine","2001",6.5,"29002","R","99 min","Comedy|Drama","tt0094336","tt0134618","tt0105812"
"3987","tt0265343","Monsoon Wedding","2001",7.4,"18960","R","114 min","Comedy|Romance","tt0114113","tt0808399","tt0102456"
"3988","tt0275067","Wendigo","2001",5,"3166","R","91 min","Drama|Horror","tt0380066","tt0454864","tt0113690"
"3989","tt0074174","The Bad News Bears","1976",7.3,"15976","PG","102 min","Comedy","tt0068334","tt0120133","tt0086397"
"3990","tt0077199","The Bad News Bears Go to Japan","1978",3.4,"2204","PG","91 min","Comedy","tt0075718","tt0112499","tt0109067"
"3991","tt0075718","The Bad News Bears in Breaking Training","1977",5.4,"2241","PG","100 min","Comedy","tt0103060","tt0077199","tt0112499"
"3992","tt0061781","The Firemen's Ball","1967",7.7,"6101","NOT RATED","71 min","Comedy|Drama","tt0059415","tt0125664","tt0079261"
"3993","tt0059415","The Loves of a Blonde","1965",7.8,"5106","NOT RATED","88 min","Comedy|Drama|Romance","tt0061781","tt0125664","tt0098575"
"3994","tt0216651","Vampire Hunter D: Bloodlust","2000",7.8,"22378","R","103 min","Animation|Fantasy|Horror|Sci-Fi","tt0107692","tt0328832","tt0275277"
"3995","tt0050986","Wild Strawberries","1957",8.2,"60961","UNRATED","91 min","Drama","tt0060827","tt0050976","tt0069467"
"3996","tt0243736","40 Days and 40 Nights","2002",5.6,"61227","R","96 min","Comedy|Romance","tt0117979","tt0097493","tt0102070"
"3997","tt0277434","We Were Soldiers","2002",7.1,"100064","R","138 min","Action|Drama|War","tt0187393","tt1028576","tt0108358"
"3998","tt0068273","The Big Bird Cage","1972",6.1,"1419","R","88 min","Action","tt0073778","tt0069897","tt0071517"
"3999","tt0066830","The Big Doll House","1971",6,"1488","R","95 min","Action","tt0069897","tt0071517","tt0068273"
"4000","tt0104254","FernGully: The Last Rainforest","1992",6.5,"20239","G","76 min","Animation|Children|Comedy|Musical","tt0115509","tt0095776","tt0113596"
"4001","tt0092576","StageFright: Aquarius","1987",6.9,"4146","UNRATED","90 min","Horror|Thriller","tt0109592","tt0112288","tt0053459"
"4002","tt0027286","The Amazing Adventure","1936",6.3,"1189","N/A","61 min","Comedy|Drama|Romance","tt0032599","tt0023395","tt0099014"
"4003","tt0039645","My Favorite Brunette","1947",6.9,"2128","APPROVED","87 min","Comedy|Mystery","tt0025452","tt0037365","tt0111712"
"4004","tt0043983","Royal Wedding","1951",6.7,"3514","NOT RATED","93 min","Comedy|Musical|Romance","tt0050419","tt0045152","tt0056923"
"4005","tt0038057","Scarlet Street","1945",7.9,"9501","APPROVED","103 min","Film-Noir","tt0035966","tt0037469","tt0044502"
"4006","tt0278295","All About the Benjamins","2002",5.7,"9496","R","95 min","Action|Comedy|Crime","tt0351977","tt0113845","tt0112442"
"4007","tt0268695","The Time Machine","2002",5.9,"101989","PG-13","96 min","Action|Adventure|Sci-Fi","tt1305591","tt1300854","tt0112453"
"4008","tt0290212","Full Frontal","2002",4.8,"8597","R","101 min","Comedy|Drama|Romance","tt0120780","tt0377059","tt1130080"
"4009","tt0127516","Divorcing Jack","1998",6.8,"1749","N/A","110 min","Comedy|Thriller","tt0023395","tt0100935","tt1139319"
"4010","tt0099566","The Field","1990",7.4,"4112","PG-13","107 min","Drama","tt1462041","tt0097937","tt0298845"
"4011","tt0099768","Hidden Agenda","1990",7,"2440","R","108 min","Drama|Thriller","tt0110296","tt0151691","tt0212826"
"4012","tt0035015","The Magnificent Ambersons","1942",7.9,"16443","APPROVED","88 min","Drama|Romance","tt0033467","tt0060934","tt0034922"
"4013","tt0080798","Gloria","1980",7.1,"5900","PG","123 min","Drama|Thriller","tt0074749","tt0062952","tt0047892"
"4014","tt0080855","Heaven's Gate","1980",6.7,"9383","R","325 min","Western","tt0077416","tt0072288","tt0093966"
"4015","tt0080863","Hero at Large","1980",6.2,"1029","PG","98 min","Comedy","tt0071772","tt0085475","tt0110099"
"4016","tt0080888","Honeysuckle Rose","1980",6.2,"778","PG","119 min","Drama|Romance","tt0120275","tt0120576","tt0087277"
"4017","tt0080889","Hopscotch","1980",7.2,"4719","R","106 min","Comedy","tt0069113","tt0060445","tt0113936"
"4018","tt0080895","How to Beat the High Co$t of Living","1980",5.8,"924","PG","105 min","Comedy","tt0109480","tt0111712","tt0109891"
"4019","tt0080904","Humanoids from the Deep","1980",5.7,"4620","R","80 min","Horror|Sci-Fi","tt0114508","tt0114852","tt0106452"
"4020","tt0080928","Inside Moves","1980",7.5,"1079","PG","113 min","Drama","tt0078346","tt0450232","tt0110478"
"4021","tt0080948","The Jazz Singer","1980",5.7,"2881","PG","115 min","Musical","tt0071866","tt0073349","tt0046672"
"4022","tt0081060","Little Darlings","1980",6.4,"3735","R","96 min","Drama","tt0114681","tt0115639","tt0117765"
"4023","tt0081070","The Long Good Friday","1980",7.7,"13937","R","114 min","Drama|Thriller","tt0112722","tt0114369","tt0114814"
"4024","tt0081071","The Long Riders","1980",7.1,"7130","R","100 min","Western","tt0114938","tt0083111","tt0107004"
"4025","tt0081109","The Man Who Saw Tomorrow","1981",6.1,"824","PG","90 min","Documentary","tt0083987","tt0116250","tt0119280"
"4026","tt0081176","My American Uncle","1980",8,"3280","PG","125 min","Drama","tt1156143","tt0052893","tt0111590"
"4027","tt0081178","The Monster Club","1981",5.9,"1828","UNRATED","104 min","Comedy|Horror","tt0037099","tt0057449","tt0062168"
"4028","tt0081182","Death Watch","1980",7,"1521","PG","117 min","Drama|Sci-Fi","tt0099341","tt0082206","tt0088318"
"4029","tt0081268","Oh, God! Book II","1980",5.1,"1665","PG","94 min","Comedy","tt0076489","tt0087835","tt0112642"
"4030","tt0076489","Oh, God!","1977",6.5,"6922","PG","98 min","Comedy|Fantasy","tt0083798","tt0086873","tt0106873"
"4031","tt0268380","Ice Age","2002",7.6,"317543","PG","81 min","Adventure|Animation|Children|Comedy","tt0358082","tt0438097","tt1080016"
"4032","tt0120804","Resident Evil","2002",6.7,"194353","R","100 min","Action|Horror|Sci-Fi|Thriller","tt1855325","tt0119081","tt0120157"
"4033","tt0284490","Showtime","2002",5.5,"51723","PG-13","95 min","Action|Comedy","tt0184894","tt0427229","tt0471042"
"4034","tt0216799","Harrison's Flowers","2000",7.2,"5293","R","121 min","Drama","tt0113107","tt0110322","tt0117093"
"4035","tt0264761","Kissing Jessica Stein","2001",6.7,"13800","R","97 min","Comedy|Romance","tt0814130","tt0114885","tt0113537"
"4036","tt0256259","Pauline and Paulette","2001",7,"1502","PG","78 min","Comedy|Drama","tt0114319","tt0112302","tt0110877"
"4037","tt0282864","Promises","2001",8.5,"2345","N/A","106 min","Documentary","tt0112646","tt0107472","tt0109339"
"4038","tt0245574","Y Tu Mamá También","2001",7.7,"89594","R","106 min","Drama|Romance","tt0401711","tt0119223","tt0206634"
"4039","tt0055774","Barabbas","1961",7,"3773","NOT RATED","137 min","Adventure|Drama","tt0046672","tt0056172","tt0061584"
"4040","tt0040679","The Paleface","1948",7,"2711","N/A","91 min","Comedy|Western","tt0023027","tt0039808","tt0022158"
"4041","tt0035262","Road to Morocco","1942",7.4,"3963","NOT RATED","82 min","Comedy","tt0038032","tt0024914","tt0045586"
"4042","tt0038032","Road to Utopia","1945",7.6,"2583","PASSED","90 min","Comedy","tt0035262","tt0116151","tt0110647"
"4043","tt0097106","A Tale of Springtime","1990",7.4,"2335","PG","108 min","Drama|Romance","tt0064612","tt0061495","tt0137439"
"4044","tt0083169","Taps","1981",6.7,"12611","PG","126 min","Drama","tt0115907","tt0120749","tt0098273"
"4045","tt0081420","Return of the Secaucus Seven","1979",7.1,"1630","R","104 min","Drama","tt0116905","tt0105107","tt0164085"
"4046","tt0081480","Seems Like Old Times","1980",6.7,"6455","PG","100 min","Comedy|Romance","tt0068687","tt0106375","tt0104452"
"4047","tt0081506","Shogun Assassin","1980",7.4,"7669","R","85 min","Action|Adventure","tt0112864","tt0109676","tt0106582"
"4048","tt0081518","Simon","1980",6.3,"522","PG","97 min","Comedy|Sci-Fi","tt0091949","tt0091472","tt0106598"
"4049","tt0081529","Smokey and the Bandit II","1980",5.1,"10818","PG","100 min","Action|Comedy","tt0082136","tt0087032","tt0076729"
"4050","tt0076729","Smokey and the Bandit","1977",6.9,"31563","PG","96 min","Action|Comedy","tt0081529","tt0077696","tt0082136"
"4051","tt0086325","Smokey and the Bandit Part 3","1983",3.3,"6147","PG","85 min","Action|Comedy","tt0081529","tt0109480","tt0111712"
"4052","tt0081547","Spetters","1980",6.6,"3604","R","120 min","Comedy|Drama","tt0073233","tt0103772","tt0086543"
"4053","tt0081562","Stir Crazy","1980",6.8,"17840","R","111 min","Comedy","tt0098282","tt0073282","tt0072351"
"4054","tt0187738","Blade II","2002",6.7,"154207","R","117 min","Action|Horror|Thriller","tt0104029","tt0119675","tt0167190"
"4055","tt0279781","Sorority Boys","2002",5.4,"11804","R","93 min","Comedy","tt0362129","tt0120693","tt0114885"
"4056","tt0262432","George Washington","2000",7.5,"6116","UNRATED","89 min","Drama","tt0299458","tt0360130","tt0453548"
"4057","tt0058620","Strait-Jacket","1964",6.8,"3099","APPROVED","93 min","Horror|Thriller","tt0059297","tt0051744","tt0053363"
"4058","tt0266452","Death to Smoochy","2002",6.4,"34334","R","109 min","Comedy|Crime|Drama","tt0104427","tt0094142","tt0098621"
"4059","tt0258000","Panic Room","2002",6.8,"201874","R","112 min","Thriller","tt0114369","tt0119174","tt0443706"
"4060","tt0265662","The Rookie","2002",7,"25673","G","127 min","Drama","tt0318974","tt0878804","tt0037120"
"4061","tt0254686","The Piano Teacher","2001",7.4,"37447","R","131 min","Drama","tt0324197","tt0387898","tt0808279"
"4062","tt0087100","Crimes of Passion","1984",6.3,"4489","R","107 min","Drama|Romance|Thriller","tt0066579","tt0096029","tt0080360"
"4063","tt0102103","Impromptu","1991",7,"3803","PG-13","107 min","Comedy|Romance","tt0099851","tt0107413","tt0465142"
"4064","tt0257756","High Crimes","2002",6.3,"29158","PG-13","115 min","Thriller","tt0112857","tt0119468","tt0186151"
"4065","tt0283111","Van Wilder: Party Liaison","2002",6.4,"87508","R","92 min","Comedy","tt0480271","tt0486946","tt0976238"
"4066","tt0245407","Crush","2001",5.9,"3197","R","108 min","Comedy|Romance","tt0114885","tt0113537","tt0115639"
"4067","tt0098994","After Dark, My Sweet","1990",6.6,"2412","R","114 min","Crime|Drama|Mystery","tt0142192","tt0090670","tt0457433"
