"","id","imdbID","Title","Year","imdbRating","imdbVotes","Rated","Runtime","genres","r1","r2","r3","Plot"
"5984",5984,"tt0037469","The Woman in the Window","1944",7.8,"9367","N/A","107 min","Crime|Film-Noir|Thriller","tt0038057","tt0045564","tt0049949","When a conservative middle-aged professor engages in a minor dalliance with a femme fatale, he is plunged into a nightmarish quicksand of blackmail and murder."
"5985",5985,"tt0037820","Isle of the Dead","1945",6.6,"2754","APPROVED","71 min","Horror|Thriller","tt0036341","tt0053841","tt0051776","On a Greek island during the 1912 war, several people are trapped by quarantine for the plague. If that isn't enough worry, one of the people, a superstitious old peasant woman, suspects ..."
"5986",5986,"tt0038160","They Were Expendable","1945",7.3,"5564","APPROVED","135 min","Drama|War","tt0049730","tt0052902","tt0045061","A dramatized account of the role of the American PT Boats in the defense of the Philippines in World War II."
"5987",5987,"tt0038190","A Tree Grows in Brooklyn","1945",8.2,"5310","PG","129 min","Drama","tt0048028","tt0039416","tt0044081","Encouraged by her idealistic if luckless father, a bright and imaginative young woman comes of age in a Brooklyn tenement during the early 1900s."
"5988",5988,"tt0038338","The Beast with Five Fingers","1946",6.6,"1595","APPROVED","88 min","Horror","tt0023249","tt0025452","tt0057449","In a turn-of-the-century Renaissance Italian mansion, its tyrannical owner, a one-handed, wheelchair-bound pianist, with a strong belief in the occult, is murdered."
"5989",5989,"tt0038369","The Blue Dahlia","1946",7.2,"5288","APPROVED","96 min","Crime|Drama|Film-Noir|Mystery|Thriller","tt0038355","tt0048261","tt0049414","An ex-bomber pilot is suspected of murdering his unfaithful wife."
"5990",5990,"tt0038461","Deception","1946",7.3,"1979","APPROVED","115 min","Drama|Film-Noir|Thriller","tt0044364","tt0035140","tt0051911","A piano teacher believes that her fiancé was killed on the battlefield. When he miraculously returns, they decide to marry, but are threatened by a wealthy, egotistical composer the piano teacher started dating on the rebound after she became convinced her love had died."
"5991",5991,"tt0038574","Great Expectations","1946",8,"17288","NOT RATED","118 min","Drama","tt0040662","tt0047094","tt0056172","A humble orphan suddenly becomes a gentleman with the help of an unknown benefactor."
"5992",5992,"tt0038622","Humoresque","1946",7.7,"2770","APPROVED","125 min","Drama|Romance","tt0045891","tt0052619","tt0046435","A classical musician from the slums is sidetracked by his love for a wealthy, neurotic socialite."
"5993",5993,"tt0038991","The Stranger","1946",7.4,"13300","APPROVED","95 min","Drama|Film-Noir|Thriller","tt0040525","tt0048393","tt0052311","An investigator from the War Crimes Commission travels to Connecticut to find an infamous Nazi."
"5994",5994,"tt0039661","Nightmare Alley","1947",7.8,"5000","NOT RATED","110 min","Drama|Film-Noir","tt0030044","tt0022958","tt0031210","The rise and fall of Stanton Carlisle, a mentalist whose lies and deceit prove to be his downfall."
"5995",5995,"tt0039677","Odd Man Out","1947",7.8,"6055","NOT RATED","116 min","Crime|Drama|Film-Noir|Thriller","tt0040338","tt0041959","tt0054152","A wounded Irish nationalist leader attempts to evade police following a failed robbery. Action takes place in Belfast, Northern Ireland."
"5996",5996,"tt0039926","The Two Mrs. Carrolls","1947",6.8,"2369","N/A","99 min","Crime|Drama|Film-Noir|Thriller","tt0041555","tt0040974","tt0050271","Struggling artist Geoffrey Carroll meets Sally whilst on holiday in the country. A romance develops but he doesn't tell her he's already married. Suffering from mental illness, Geoffrey ..."
"5997",5997,"tt0040142","The Babe Ruth Story","1948",5.5,"725","APPROVED","106 min","Drama","tt0032376","tt0050383","tt0036377","The famed slugger is played by Bendix, who resembles Ruth slightly in looks and not at all in baseball ability. The film traces the ""life and times"" of Ruth, including his famous ""called ..."
"5998",5998,"tt0040308","Easter Parade","1948",7.5,"6331","APPROVED","107 min","Musical|Romance","tt0049314","tt0058708","tt0061170","A nightclub performer hires a naive chorus girl to become his new dance partner to make his former partner jealous and to prove he can make any partner a star."
"5999",5999,"tt0040369","Fort Apache","1948",7.6,"12243","APPROVED","125 min","Western","tt0049730","tt0052902","tt0056217","At Fort Apache, an honorable and veteran war captain finds conflict when his regime is placed under the command of a young, glory hungry lieutenant colonel with no respect for the local Indian tribe."
"6000",6000,"tt0040525","The Lady from Shanghai","1947",7.7,"18473","NOT RATED","87 min","Drama|Film-Noir|Mystery","tt0048393","tt0038991","tt0052311","Fascinated by gorgeous Mrs. Bannister, seaman Michael O'Hara joins a bizarre yachting cruise, and ends up mired in a complex murder plot."
"6001",6001,"tt0040536","Letter from an Unknown Woman","1948",8,"7754","NOT RATED","86 min","Drama|Romance","tt0048308","tt0041786","tt0061495","A pianist about to flee from a duel receives a letter from a woman he cannot remember, who may hold the key to his downfall."
"6002",6002,"tt0040636","The Naked City","1948",7.7,"8377","APPROVED","96 min","Crime|Drama|Film-Noir|Mystery","tt0042788","tt0039224","tt0043090","New York City film noir about two detectives investigating the death of an attractive young woman. The apparent suicide turns out to be murder."
"6003",6003,"tt0040872","They Live by Night","1948",7.6,"4191","APPROVED","95 min","Crime|Film-Noir|Romance","tt0043955","tt0043879","tt0042593","An escaped convict, injured during a robbery, falls in love with the woman who nurses him back to health, but their relationship seems doomed from the beginning."
"6004",6004,"tt0040919","Unfaithfully Yours","1948",7.8,"3465","APPROVED","105 min","Comedy","tt0035169","tt0032554","tt0033804","Set to music, a symphony conductor envisions multiple possible scenarios for dealing with his wife's infidelity."
"6005",6005,"tt0041158","The Barkleys of Broadway","1949",7.1,"1999","PASSED","109 min","Comedy|Musical","tt0045537","tt0058708","tt0049314","A successful but constantly-feuding husband and wife musical comedy team threatens to break up when the wife entertains an offer to become a serious actress."
"6006",6006,"tt0041587","A Letter to Three Wives","1949",7.9,"6031","UNRATED","103 min","Comedy|Drama","tt0043915","tt0053318","tt0042792","A letter is addressed to three wives from their ""best friend"" Addie Ross, announcing that she is running away with one of their husbands: but she does not say which one."
"6007",6007,"tt0041719","Orpheus","1950",8.1,"7265","UNRATED","95 min","Drama|Fantasy|Romance","tt0038348","tt0021331","tt1371630","A poet in love with Death follows his unhappy wife into the underworld."
"6008",6008,"tt0042531","The Gunfighter","1950",7.7,"6697","NOT RATED","85 min","Action|Western","tt0041996","tt0045162","tt0052027","Notorious gunfighter Jimmy Ringo rides into town to find his true love, who doesn't want to see him. He hasn't come looking for trouble, but trouble finds him around every corner."
"6009",6009,"tt0042646","King Solomon's Mines","1950",6.9,"4265","PASSED","103 min","Action|Adventure|Romance","tt0056197","tt0023551","tt0113071","Adventurer Allan Quartermain leads an expedition into uncharted African territory in an attempt to locate an explorer who went missing during his search for the fabled diamond mines of King Solomon."
"6010",6010,"tt0042804","Los Olvidados","1950",8.3,"13062","NOT RATED","80 min","Crime|Drama","tt0058249","tt0055601","tt0059719","A group of juvenile delinquents live a violent and crime-filled life in the festering slums of Mexico City, and the morals of young Pedro are gradually corrupted and destroyed by the others..."
"6011",6011,"tt0044486","Carrie","1952",7.5,"1502","N/A","118 min","Drama|Romance","tt0041452","tt0028356","tt0032145","Carrie boards the train to Chicago with big ambitions. She gets a job stitching shoes and her sister's husband takes almost all of her pay for room and board. Then she injures a finger and ..."
"6012",6012,"tt0044502","Clash by Night","1952",7.2,"3995","APPROVED","105 min","Drama|Film-Noir","tt0035966","tt0038057","tt0045564","Mae Doyle comes back to her hometown a cynical woman. Her brother Joe fears that his love, fish cannery worker Peggy, may wind up like Mae. Mae marries Jerry and has a baby; she is happy but restless, drawn to Jerry's friend Earl."
"6013",6013,"tt0045112","The Life of Oharu","1952",8.2,"3941","NOT RATED","133 min","Drama","tt0046478","tt0033654","tt0058888","Follows a woman's fight and survival amid the vicissitudes of life and the cruelty of the society."
"6014",6014,"tt0047203","Magnificent Obsession","1954",7.1,"4009","APPROVED","108 min","Drama|Romance","tt0047811","tt0049966","tt0049843","When churlish, spoiled rich man Bob Merrick foolishly wrecks his speed boat, the rescue team resuscitates him with equipment that's therefore unavailable to aid a local hero, Dr. Wayne ..."
"6015",6015,"tt0047443","Salt of the Earth","1954",7.5,"2045","N/A","94 min","Drama","tt0109454","tt0110246","tt0055850","Mexican workers at a Zinc mine call a general strike. It is only through the solidarity of the workers, and importantly the indomitable resolve of their wives, mothers and daughters, that they eventually triumph."
"6016",6016,"tt0047444","Samurai I: Musashi Miyamoto","1954",7.6,"5674","NOT RATED","93 min","Action|Adventure|Drama","tt0048579","tt0049710","tt0055850","Depicts the early life of the legendary warrior Musashi Miyamoto; his years as an aspiring warrior, an outlaw and finally a true samurai."
"6017",6017,"tt0047522","A Star Is Born","1954",7.8,"10480","APPROVED","154 min","Drama|Musical","tt0058385","tt0042276","tt0054022","A film star helps a young singer and actress find fame, even as age and alcoholism send his own career on a downward spiral."
"6018",6018,"tt0047580","Three Coins in the Fountain","1954",6.3,"2127","UNRATED","102 min","Drama|Romance","tt0046435","tt0040495","tt0059245","American girls dream of finding romance in Rome, but there is none for secretaries, Anita tells her replacement at the USDA. But Maria soon meets Prince Dino de Cessi at a party at her ..."
"6019",6019,"tt0047677","The Wild One","1953",6.9,"11070","APPROVED","79 min","Drama","tt0052415","tt0048966","tt0052832","Two rival motorcycle gangs terrorize a small town after one of their leaders is thrown in jail."
"6020",6020,"tt0047944","The Cobweb","1955",6.5,"928","N/A","134 min","Drama","tt0043278","tt0037059","tt0044391","At an exclusive psychiatric clinic, the doctors and staff are about as crazy as the patients. The clinic head, Dr. Stewart McIver, thinks that it would be good therapy for his patients to ..."
"6021",6021,"tt0048393","Confidential Report","1955",7.4,"5461","NOT RATED","93 min","Crime|Drama|Mystery|Thriller","tt0040525","tt0038991","tt0052311","An American adventurer investigates the past of mysterious tycoon Arkadin...placing himself in grave danger."
"6022",6022,"tt0048434","Night and Fog","1955",8.6,"12212","NOT RATED","32 min","Crime|Documentary|War","tt0025913","tt0054632","tt0052893","The history of Nazi Germany's death camps of the Final Solution and the hellish world of dehumanization and death contained inside."
"6023",6023,"tt0048579","Samurai II: Duel at Ichijoji Temple","1955",7.5,"4095","NOT RATED","104 min","Action|Adventure|Drama","tt0049710","tt0047444","tt0055850","Musashi Miyamoto returns to Kyoto after years of absence. After a series of fights against the Yoshioka School, he challenges its master to a duel."
"6024",6024,"tt0048752","The Unknown Soldier","1955",7.9,"5620","N/A","181 min","Drama|War","tt0093206","tt0058604","tt0054749","It is the summer of 1941. An eastern-Finnish machine gun company receives an order to turn in their surplus equipment. The company is transferred to the front lines. The next morning the ..."
"6025",6025,"tt0049055","Carousel","1956",6.9,"4323","APPROVED","128 min","Musical|Romance","tt0029047","tt0045162","tt0036377","Billy Bigelow has been dead for fifteen years, and now outside the pearly gates, he long waived his right to go back to Earth for a day. But he has heard that there is a problem with his ..."
"6026",6026,"tt0049710","Samurai III: Duel at Ganryu Island","1956",7.8,"4098","NOT RATED","105 min","Action|Adventure|Drama","tt0048579","tt0047444","tt0055850","Musashi Miyamoto is challenged to a duel by a confident swordsman Sasaki Kojiro. He agrees to fight him in a year's time."
"6027",6027,"tt0050556","Jailhouse Rock","1957",6.5,"5793","NOT RATED","96 min","Crime|Drama|Musical|Romance","tt0058534","tt0045966","tt0044760","After serving time for manslaughter, young Vince Everett becomes a teenage rock star."
"6028",6028,"tt0051845","The Last Hurrah","1958",7.5,"2075","APPROVED","121 min","Drama","tt0049730","tt0033729","tt0048312","Frank Skeffington is an old Irish-American political boss, running for re-election as Mayor of of a US town for the last time."
"6029",6029,"tt0052278","Teacher's Pet","1958",7.2,"2856","APPROVED","120 min","Comedy|Romance","tt0039628","tt0056575","tt0050814","James Gannon, the hardboiled city editor of a newspaper, believes that the only way to learn the business is by way of the School of Hard Knocks, and has a very low regard for ..."
"6030",6030,"tt0052365","The Vikings","1958",7.1,"9133","N/A","116 min","Action|Adventure","tt0046672","tt0089893","tt0087078","A slave and a Viking prince fight for the love of a captive princess."
"6031",6031,"tt0052543","Al Capone","1959",6.8,"1072","APPROVED","104 min","Crime|Drama","tt0061418","tt0061811","tt0051758","This factual biography of gang lord Al Capone follows his rise and fall in Chicago gangdom during the Prohibition era."
"6032",6032,"tt0053131","The Nun's Story","1959",7.6,"6866","NOT RATED","149 min","Drama","tt0045793","tt0052027","tt0060665","After leaving a wealthy Belgian family to become a nun, Sister Luke struggles with her devotion to her vows during crisis, disappointment, and World War II."
"6033",6033,"tt0053168","Pickpocket","1959",7.9,"12761","NOT RATED","75 min","Crime|Drama","tt0049902","tt0060138","tt0061996","Michel is released from jail after serving a sentence for thievery. His mother dies and he resorts to pickpocketing as a means of survival."
"6034",6034,"tt0053390","Floating Weeds","1959",7.9,"4776","NOT RATED","119 min","Drama","tt0046438","tt0043313","tt0050330","The head of a Japanese theatre troupe returns to a small coastal town where he left a son who thinks he is his uncle, and tries to make up for the lost time, but his current mistress grows jealous."
"6035",6035,"tt0053462","The Young Philadelphians","1959",7.4,"2345","APPROVED","136 min","Drama","tt0034428","tt0037094","tt0039937","Up and coming, young lawyer Anthony Lawrence faces several ethical and emotional dilemmas as he climbs the Philadelphia social ladder. His personal and professional skills are tested as he ..."
"6036",6036,"tt0054460","The Bad Sleep Well","1960",8.1,"7025","APPROVED","135 min","Drama|Thriller","tt0057565","tt0042876","tt0041699","A vengeful young man marries the daughter of a corrupt industrialist in order to seek justice for his father's suicide."
"6037",6037,"tt0055278","Paris Blues","1961",6.7,"1703","APPROVED","98 min","Drama|Romance","tt0057163","tt0051878","tt0050347","During the 1960s, two American ex-pat jazz musicians living in Paris meet and fall in-love with two American tourist girls."
"6038",6038,"tt0055728","Advise & Consent","1962",7.8,"4650","NOT RATED","139 min","Drama","tt0043132","tt0044357","tt0037008","Senate investigation into the President's newly nominated Secretary of State, gives light to a secret from the past, which may not only ruin the candidate, but the President's character as well."
"6039",6039,"tt0056058","Harakiri","1962",8.7,"18058","NOT RATED","133 min","Drama","tt0061847","tt0051994","tt0058279","An elder ronin samurai arrives at a feudal lord's home and requests an honorable place to commit suicide. But when the ronin inquires about a younger samurai who arrived before him things take an unexpected turn."
"6040",6040,"tt0056262","The Music Man","1962",7.7,"12806","APPROVED","151 min","Children|Comedy|Musical|Romance","tt0051658","tt0051383","tt0045152","Harold Hill poses as a boys' band leader to con naive Iowa townsfolk."
"6041",6041,"tt0056264","Mutiny on the Bounty","1962",7.2,"11344","UNRATED","178 min","Adventure|Drama|Romance","tt0020629","tt0038988","tt0035896","The Bounty leaves Portsmouth in 1787. Its destination: to sail to Tahiti and load bread-fruit. Captain Bligh will do anything to get there as fast as possible, using any means to keep up a ..."
"6042",6042,"tt0056736","L'Eclisse","1962",7.9,"11205","NOT RATED","126 min","Drama","tt0053619","tt0060176","tt0377059","A young woman meets a vital young man, but their love affair is doomed because of the man's materialistic nature."
"6043",6043,"tt0056905","The Soldiers","1963",7.1,"2267","N/A","80 min","Comedy|Drama|War","tt0057869","tt0062480","tt0055572","During a war in an imaginary country, unscrupulous soldiers recruit poor farmers with promises of an easy and happy life. Two of these farmers write to their wives of their exploits."
"6044",6044,"tt0057298","McLintock!","1963",7.3,"8942","APPROVED","127 min","Comedy|Western","tt0059711","tt0042895","tt0039152","George Washington McLintock, ""GW"" to friends and foes alike, is a cattle baron and the richest man in the territory. He anxiously awaits the return of his daughter Becky who has been away ..."
"6045",6045,"tt0057334","Murder at the Gallop","1963",7.3,"3530","APPROVED","81 min","Comedy|Crime|Drama|Mystery|Thriller","tt0039628","tt0033149","tt0061075","When a wealthy old man appears to have been ""frightened to death"" by a cat, Miss Marple suspects one of his four relatives, all heirs to his estate, of his murder."
"6046",6046,"tt0057809","36 Hours","1964",7.4,"2614","APPROVED","115 min","Thriller|War","tt0055871","tt0039628","tt0065377","Germans kidnap an American major and try to convince him that World War II is over, so that they can get details about the Allied invasion of Europe out of him."
"6047",6047,"tt0057877","Becket","1964",8,"10869","PG-13","148 min","Drama","tt0093389","tt0113463","tt0083987","An English king comes to terms with his affection for his close friend and confidant, who finds his true honor by observing God's divine will rather than the king's."
"6048",6048,"tt0057879","Behold a Pale Horse","1964",7,"1197","APPROVED","118 min","Drama|War","tt0045793","tt0060665","tt0037263","Famous Spanish bandit Artiguez returns to his native Spanish village after 20 years in French exile but Spanish cop Vinolas is setting a trap for him."
"6049",6049,"tt0057883","The Best Man","1964",7.7,"2048","APPROVED","102 min","Comedy|Drama","tt0066206","tt0070511","tt0077269","The two front runners for their party's Presidential nomination, one principled and the other ruthless, vie for the ex-President's endorsement."
"6050",6050,"tt0058213","Hush...Hush, Sweet Charlotte","1964",7.7,"8449","UNRATED","133 min","Horror|Thriller","tt0056687","tt0071771","tt0073133","An aging, reclusive Southern belle, plagued by a horrifying family secret, descends into madness after the arrival of a lost relative."
"6051",6051,"tt0058390","The Naked Kiss","1964",7.4,"4723","NOT RATED","90 min","Drama","tt0057495","tt0080437","tt0046187","Kelly, a prostitute, finds redemption in the town of Grantville, where she arrives working as a medium-time seller. There, she meets Griff, the police captain of the town, with whom she ..."
"6052",6052,"tt0058430","Onibaba","1964",8,"10298","UNRATED","103 min","Drama|Horror|War","tt0112288","tt0053459","tt0063350","Two women kill samurai and sell their belongings for a living. While one of them is having an affair with their neighbor, the other woman meets a mysterious samurai wearing a bizarre mask."
"6053",6053,"tt0058530","Robinson Crusoe on Mars","1964",6.7,"4396","NOT RATED","110 min","Sci-Fi","tt0046534","tt0042393","tt0052564","Stranded on Mars with only a monkey as a companion, an astronaut must figure out how to find oxygen, water, and food on the lifeless planet."
"6054",6054,"tt0058743","What a Way to Go!","1964",7,"2871","APPROVED","111 min","Comedy|Musical|Romance","tt0055824","tt0053604","tt0091055","A four-time widow discusses her four marriages, in which all of her husbands became incredibly rich and died prematurely because of their drive to be rich."
"6055",6055,"tt0058946","The Battle of Algiers","1966",8.1,"35791","NOT RATED","121 min","Drama|War","tt0064866","tt0110882","tt0110081","In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government."
"6056",6056,"tt0059026","A Charlie Brown Christmas","1965",8.4,"21298","TV-G","25 min","Animation|Children|Comedy","tt0060550","tt0111333","tt0118114","Repelled by the commercialism he sees around him, Charlie Brown tries to find the true meaning of Christmas."
"6057",6057,"tt0059127","Dracula: Prince of Darkness","1966",6.7,"6349","UNRATED","90 min","Horror|Mystery","tt0053085","tt0050280","tt0052905","Dracula is resurrected, preying on four unsuspecting visitors to his castle."
"6058",6058,"tt0059410","The Loved One","1965",7.3,"2502","N/A","122 min","Comedy","tt0057590","tt0053796","tt0087428","Satire on the funeral business, in which a young British poet goes to work at a Hollywood cemetery."
"6059",6059,"tt0059798","A Thousand Clowns","1965",7.6,"2408","UNRATED","118 min","Comedy|Drama|Romance","tt0111797","tt0047437","tt0061735","A middle-aged iconoclast, doggedly avoiding the tedium of employment and conventional life, faces the prospect of losing custody of his young ward."
"6060",6060,"tt0059825","The Train","1964",7.9,"9823","UNRATED","133 min","Action|Thriller|War","tt0058576","tt0075765","tt0103303","In 1944, a German colonel loads a train with French art treasures to send to Germany. The Resistance must stop it without damaging the cargo."
"6061",6061,"tt0060107","Andrei Rublev","1966",8.4,"22866","NOT RATED","205 min","Drama|War","tt0079944","tt0072443","tt0056111","The life, times and afflictions of the fifteenth-century Russian iconographer."
"6062",6062,"tt0060138","Au Hasard Balthazar","1966",7.9,"11164","NOT RATED","95 min","Crime|Drama","tt0061996","tt0049902","tt0053168","The story of a mistreated donkey and the people around him. A study on saintliness and a sister piece to Bresson's Mouchette."
"6063",6063,"tt0060153","Batman: The Movie","1966",6.5,"22181","APPROVED","105 min","Action|Adventure|Comedy","tt0061584","tt0049096","tt0116151","The Dynamic Duo faces four super-villains who plan to hold the world for ransom with the help of a secret invention that instantly dehydrates people."
"6064",6064,"tt0060588","Khartoum","1966",6.9,"4767","APPROVED","128 min","Action|Adventure|Drama|War","tt0053994","tt0086993","tt0056059","In the Sudan, in 1883, British colonial forces defend Khartoum against an invading Muslim army led by a religious fanatic, the Mahdi."
"6065",6065,"tt0060666","Manos: The Hands of Fate","1966",1.9,"30199","NOT RATED","70 min","Horror","tt0051418","tt0026138","tt0054167","A family gets lost on the road and stumbles upon a hidden, underground, devil-worshiping cult led by the fearsome Master and his servant Torgo."
"6066",6066,"tt0060802","Closely Watched Trains","1966",7.8,"8194","NOT RATED","93 min","Comedy|Drama|War","tt0284363","tt0114787","tt0318742","An apprentice train dispatcher at a village station seeks his first sexual encounter and becomes despondent when he is unable to perform."
"6067",6067,"tt0061101","Tokyo Drifter","1966",7.3,"4807","NOT RATED","82 min","Action|Crime|Drama","tt0061882","tt0060490","tt0099426","After his gang disbands, a yakuza enforcer looks forward to life outside of organized crime but soon must become a drifter after his old rivals attempt to assassinate him."
"6068",6068,"tt0061589","Dont Look Back","1967",8,"5958","NOT RATED","96 min","Documentary|Musical","tt0064689","tt0308672","tt0108515","Documentary covering Bob Dylan's 1965 tour of England, which includes appearances by Joan Baez and Donovan."
"6069",6069,"tt0061882","Branded to Kill","1967",7.4,"5080","NOT RATED","91 min","Action|Crime|Drama","tt0061101","tt0060490","tt0099426","A hit-man, with a fetish for sniffing boiling rice, fumbles his latest job, putting him into conflict with his treacherous wife, with a mysterious woman eager for death and with the phantom-like hit-man known only as Number One."
"6070",6070,"tt0061955","The Bride Wore Black","1968",7.3,"6366","UNRATED","107 min","Crime|Drama","tt0053198","tt0055032","tt0060390","Julie Kohler is prevented from suicide by her mother. She leaves the town. She will track down, charm and kill five men who do not know her. What is her goal? What is her purpose?"
"6071",6071,"tt0062136","Playtime","1967",8,"12547","NOT RATED","115 min","Comedy","tt0040497","tt0046487","tt0050706","Monsieur Hulot curiously wanders around a high-tech Paris, paralleling a trip with a group of American tourists. Meanwhile, a nightclub/restaurant prepares its opening night, but it's still under construction."
"6072",6072,"tt0062138","Point Blank","1967",7.4,"13306","APPROVED","92 min","Action|Crime|Drama|Thriller","tt0120706","tt0068473","tt0063056","After being double-crossed and left for dead, a mysterious man named Walker single-mindedly tries to retrieve the rather inconsequential sum of money that was stolen from him."
"6073",6073,"tt0062380","Tony Rome","1967",6.6,"1513","N/A","110 min","Crime|Drama|Thriller","tt0066450","tt0062883","tt0047688","Tony Rome, a tough Miami PI living on a houseboat, is hired by a local millionaire to find jewelry stolen from his daughter, and in the process has several encounters with local hoods as well as the Miami Beach PD."
"6074",6074,"tt0062407","Two for the Road","1967",7.6,"8699","APPROVED","111 min","Comedy|Drama|Romance","tt0053877","tt0061391","tt0045152","A couple in the south of France non-sequentially spin down the highways of infidelity in their troubled ten-year marriage."
"6075",6075,"tt0062425","Up the Down Staircase","1967",7.6,"1345","APPROVED","124 min","Drama","tt0050383","tt0056592","tt0102388","The experiences of a young female English teacher in an inner-city New York high school."
"6076",6076,"tt0062472","The War Wagon","1967",6.9,"6158","UNRATED","96 min","Action|Western","tt0067809","tt0041866","tt0065051","The story of a man who was shot, robbed and imprisoned who returns to steal a large gold shipment from the man who wronged him. The gold is transported in an armored stage coach, the War Wagon."
"6077",6077,"tt0063426","Petulia","1968",7.3,"2109","R","105 min","Drama","tt0075147","tt0118566","tt0073012","An unhappily married socialite finds solace in the company of a recently divorced doctor."
"6078",6078,"tt0063829","Yours, Mine and Ours","1968",7.1,"5664","UNRATED","111 min","Children|Comedy","tt0051745","tt0115491","tt0048380","When a widower with 10 children marries a widow with 8, can the 20 of them ever come together as one big happy family? From finding a house big enough for all of them and learning to make ..."
"6079",6079,"tt0064002","Alice's Restaurant","1969",6.3,"3177","R","111 min","Comedy|Drama","tt0092842","tt0098073","tt0061418","A cinematic adaption of Arlo Guthrie's classic song story."
"6080",6080,"tt0064573","Last Summer","1969",7.1,"1179","X","95 min","Drama","tt0082766","tt0074102","tt0108122","During summer vacation on Fire Island, three young people--a girl and two guys--become so close that they form a sort-of threesome. When an uncool girl tries to infiltrate the trio's newly ..."
"6081",6081,"tt0064612","My Night at Maud's","1969",8.1,"6508","PG","105 min","Comedy|Drama|Romance","tt0097106","tt0061495","tt0137439","The rigid principles of a devout Catholic man are challenged during a one-night stay with Maud, a divorced woman with an outsize personality."
"6082",6082,"tt0064638","Marlowe","1969",6.4,"2182","M","96 min","Crime|Drama|Mystery","tt0065206","tt0096289","tt0112722","Quiet young Orfamay Quest from Kansas has hired private detective Philip Marlowe to find her brother. After two leads turn up with ice picks stuck in them, he discovers blackmail photos ..."
"6083",6083,"tt0065555","The Family","1970",6.5,"1517","R","100 min","Action|Crime|Drama","tt0082250","tt0068931","tt0114576","A hitman is double-crossed by his girlfriend and barely escapes a murder attempt. He then sets out to take his revenge on the woman and the gang boss who put her up to it."
"6084",6084,"tt0065649","Dodes'ka-den","1970",7.5,"4338","NOT RATED","140 min","Drama|Fantasy","tt0058888","tt0044741","tt0041699","Various tales in the lives of Tokyo slum dwellers, including a mentally deficient young man obsessed with driving his own commuter trolley."
"6085",6085,"tt0065772","Claire's Knee","1970",7.8,"5604","GP","105 min","Comedy|Romance","tt0061495","tt0137439","tt0097106","On holiday, a conflicted man lusts after beautiful stepsisters despite his betrothal to a diplomat's daughter."
"6086",6086,"tt0066214","Performance","1970",7,"6413","R","105 min","Crime|Drama|Thriller","tt0067959","tt0096294","tt0069995","Chas, a violent and psychotic East London gangster needs a place to lie low after a hit that should never have been carried out. He finds the perfect cover in the form of guest house run by..."
"6087",6087,"tt0066601","Zabriskie Point","1970",7.1,"10552","R","110 min","Drama|Romance","tt0377059","tt0060176","tt0053619","An epic portrait of late Sixties America, as seen through the portrayal of two of its children: anthropology student Daria (who's helping a property developer build a village in the Los ..."
"6088",6088,"tt0066819","The Beguiled","1971",7.2,"9148","R","105 min","Drama|Thriller|War","tt0075213","tt0066999","tt0079116","While imprisoned in a Confederate girls boarding school, a Union soldier cons his way into each of the lonely women's hearts."
"6089",6089,"tt0066993","The Devils","1971",7.8,"8128","X","111 min","Drama","tt0073812","tt0066579","tt0096029","In 17th-century France, Father Urbain Grandier seeks to protect the city of Loudun from the corrupt establishment of Cardinal Richelieu. Hysteria occurs within the city when he is accused of witchcraft by a sexually repressed nun."
"6090",6090,"tt0067023","Duel","1971",7.7,"45382","PG","90 min","Action|Mystery|Thriller","tt0082971","tt0073195","tt0087469","A business commuter is pursued and terrorized by the malevolent driver of a massive tractor-trailer."
"6091",6091,"tt0067144","The Go-Between","1971",7.4,"3472","GP","118 min","Drama|Romance","tt0057490","tt0061328","tt0061648","Tale of torrid and forbidden love between Christie and Bates in the English countryside."
"6092",6092,"tt0067277","Johnny Got His Gun","1971",7.9,"11450","R","111 min","Drama|War","tt0114279","tt0113107","tt0111579","A World War I soldier, rendered blind, deaf, limbless, and mute by a horrific artillery shell attack, finds a unique way of communicating with his doctors."
"6093",6093,"tt0067333","Lawman","1971",7,"2528","R","99 min","Western","tt0071402","tt0082250","tt0077234","A lawman from Bannock arrives in Sabbath to arrest all the cattlemen whose wild celebration the year before resulted in the accidental death of an old man."
"6094",6094,"tt0067355","They Call Me Trinity","1970",7.4,"12961","G","113 min","Comedy|Western","tt0072653","tt0078790","tt0085327","A drifter comes to town where his brother is sheriff. His brother is actually a robber who broke the real sheriff's leg and left him for dead, and became sheriff in order to hide out. They ..."
"6095",6095,"tt0067483","Nicholas and Alexandra","1971",7.3,"3246","GP","183 min","Drama|War","tt0066206","tt0070511","tt0077269","Tsar Nicholas II, the inept monarch of Russia, insensitive to the needs of his people, is overthrown and exiled to Siberia with his family."
"6096",6096,"tt0067809","Support Your Local Gunfighter","1971",6.9,"3602","G","91 min","Comedy|Romance|Western","tt0065051","tt0066301","tt0062472","A con artist arrives in a mining town controlled by two competing companies. Both companies think he's a famous gunfighter and try to hire him to drive the other out of town."
"6097",6097,"tt0067866","El Topo","1970",7.5,"17597","NOT RATED","125 min","Fantasy|Western","tt2301592","tt0071615","tt0098253","A mysterious black-clad gunfighter wanders a mystical Western landscape encountering multiple bizarre characters."
